Time(s),IDD(A),ISS(A),Product_OUT(V),Carry_OUT(V),AixBi(V),Product_IN(V),Carry_IN(V)
    20.000e-9,  0.318147e-3,  0.000000e-3,     0.650,     0.011,     0.000,     0.000,     0.065
    20.001e-9,  0.771497e-3,  0.000000e-3,     0.650,     0.011,     0.000,     0.000,     0.000
    20.002e-9,  0.868148e-3,  0.000000e-3,     0.650,     0.011,     0.000,     0.000,     0.000
    20.003e-9,  0.953261e-3,  0.000000e-3,     0.650,     0.011,     0.000,     0.000,     0.000
    20.004e-9,  1.006148e-3,  0.000000e-3,     0.650,     0.011,     0.000,     0.000,     0.000
    20.005e-9,  1.027798e-3,  0.000000e-3,     0.650,     0.011,     0.000,     0.000,     0.000
    20.006e-9,  1.025676e-3,  0.000000e-3,     0.650,     0.010,     0.000,     0.000,     0.000
    20.007e-9,  1.007668e-3,  0.000000e-3,     0.650,     0.010,     0.000,     0.000,     0.000
    20.008e-9,  0.981035e-3,  0.000000e-3,     0.650,     0.010,     0.000,     0.000,     0.000
    20.009e-9,  0.952060e-3,  0.000000e-3,     0.650,     0.010,     0.000,     0.000,     0.000
    20.010e-9,  0.925054e-3,  0.000000e-3,     0.650,     0.010,     0.000,     0.000,     0.000
    20.011e-9,  0.901351e-3,  0.000000e-3,     0.650,     0.010,     0.000,     0.000,     0.000
    20.012e-9,  0.879379e-3,  0.000000e-3,     0.650,     0.010,     0.000,     0.000,     0.000
    20.013e-9,  0.856018e-3,  0.000000e-3,     0.650,     0.010,     0.000,     0.000,     0.000
    20.014e-9,  0.828268e-3,  0.000000e-3,     0.650,     0.010,     0.000,     0.000,     0.000
    20.015e-9,  0.794281e-3,  0.000000e-3,     0.650,     0.010,     0.000,     0.000,     0.000
    20.016e-9,  0.753655e-3,  0.000000e-3,     0.650,     0.010,     0.000,     0.000,     0.000
    20.017e-9,  0.707268e-3,  0.000000e-3,     0.650,     0.010,     0.000,     0.000,     0.000
    20.018e-9,  0.656892e-3,  0.000000e-3,     0.650,     0.010,     0.000,     0.000,     0.000
    20.019e-9,  0.604751e-3,  0.000000e-3,     0.650,     0.009,     0.000,     0.000,     0.000
    20.020e-9,  0.553122e-3,  0.000000e-3,     0.650,     0.009,     0.000,     0.000,     0.000
    20.021e-9,  0.504008e-3,  0.000000e-3,     0.650,     0.009,     0.000,     0.000,     0.000
    20.022e-9,  0.458948e-3,  0.000000e-3,     0.650,     0.009,     0.000,     0.000,     0.000
    20.023e-9,  0.418931e-3,  0.000000e-3,     0.650,     0.009,     0.000,     0.000,     0.000
    20.024e-9,  0.384415e-3,  0.000000e-3,     0.650,     0.009,     0.000,     0.000,     0.000
    20.025e-9,  0.355419e-3,  0.000000e-3,     0.650,     0.009,     0.000,     0.000,     0.000
    20.026e-9,  0.331641e-3,  0.000000e-3,     0.650,     0.009,     0.000,     0.000,     0.000
    20.027e-9,  0.312571e-3,  0.000000e-3,     0.650,     0.009,     0.000,     0.000,     0.000
    20.028e-9,  0.297596e-3,  0.000000e-3,     0.650,     0.009,     0.000,     0.000,     0.000
    20.029e-9,  0.286068e-3,  0.000000e-3,     0.650,     0.009,     0.000,     0.000,     0.000
    20.030e-9,  0.277355e-3,  0.000000e-3,     0.650,     0.009,     0.000,     0.000,     0.000
    20.031e-9,  0.275503e-3,  0.000000e-3,     0.650,     0.009,     0.000,     0.000,     0.000
    20.032e-9,  0.277043e-3,  0.000000e-3,     0.649,     0.008,     0.000,     0.000,     0.000
    20.033e-9,  0.276916e-3,  0.000000e-3,     0.649,     0.008,     0.000,     0.000,     0.000
    20.034e-9,  0.275509e-3,  0.000000e-3,     0.649,     0.008,     0.000,     0.000,     0.000
    20.035e-9,  0.273128e-3,  0.000000e-3,     0.649,     0.008,     0.000,     0.000,     0.000
    20.036e-9,  0.270008e-3,  0.000000e-3,     0.648,     0.008,     0.000,     0.000,     0.000
    20.037e-9,  0.266319e-3,  0.000000e-3,     0.647,     0.008,     0.000,     0.000,     0.000
    20.038e-9,  0.262186e-3,  0.000000e-3,     0.647,     0.008,     0.000,     0.000,     0.000
    20.039e-9,  0.257696e-3,  0.000000e-3,     0.646,     0.008,     0.000,     0.000,     0.000
    20.040e-9,  0.252913e-3,  0.000000e-3,     0.644,     0.008,     0.000,     0.000,     0.000
    20.041e-9,  0.247881e-3,  0.000000e-3,     0.643,     0.008,     0.000,     0.000,     0.000
    20.042e-9,  0.242633e-3,  0.000000e-3,     0.641,     0.008,     0.000,     0.000,     0.000
    20.043e-9,  0.237194e-3,  0.000000e-3,     0.639,     0.008,     0.000,     0.000,     0.000
    20.044e-9,  0.231581e-3,  0.000000e-3,     0.637,     0.008,     0.000,     0.000,     0.000
    20.045e-9,  0.225810e-3,  0.000000e-3,     0.634,     0.008,     0.000,     0.000,     0.000
    20.046e-9,  0.219893e-3,  0.000000e-3,     0.632,     0.008,     0.000,     0.000,     0.000
    20.047e-9,  0.213842e-3,  0.000000e-3,     0.628,     0.008,     0.000,     0.000,     0.000
    20.048e-9,  0.207670e-3,  0.000000e-3,     0.625,     0.007,     0.000,     0.000,     0.000
    20.049e-9,  0.201391e-3,  0.000000e-3,     0.621,     0.007,     0.000,     0.000,     0.000
    20.050e-9,  0.195128e-3,  0.000000e-3,     0.617,     0.007,     0.000,     0.000,     0.000
    20.051e-9,  0.188780e-3,  0.000000e-3,     0.613,     0.007,     0.000,     0.000,     0.000
    20.052e-9,  0.182331e-3,  0.000000e-3,     0.608,     0.007,     0.000,     0.000,     0.000
    20.053e-9,  0.175816e-3,  0.000000e-3,     0.603,     0.007,     0.000,     0.000,     0.000
    20.054e-9,  0.169266e-3,  0.000000e-3,     0.598,     0.007,     0.000,     0.000,     0.000
    20.055e-9,  0.162713e-3,  0.000000e-3,     0.593,     0.007,     0.000,     0.000,     0.000
    20.056e-9,  0.156184e-3,  0.000000e-3,     0.587,     0.007,     0.000,     0.000,     0.000
    20.057e-9,  0.149704e-3,  0.000000e-3,     0.581,     0.007,     0.000,     0.000,     0.000
    20.058e-9,  0.143296e-3,  0.000000e-3,     0.575,     0.007,     0.000,     0.000,     0.000
    20.059e-9,  0.136982e-3,  0.000000e-3,     0.568,     0.007,     0.000,     0.000,     0.000
    20.060e-9,  0.130779e-3,  0.000000e-3,     0.561,     0.007,     0.000,     0.000,     0.000
    20.061e-9,  0.124703e-3,  0.000000e-3,     0.554,     0.007,     0.000,     0.000,     0.000
    20.062e-9,  0.118770e-3,  0.000000e-3,     0.547,     0.007,     0.000,     0.000,     0.000
    20.063e-9,  0.112990e-3,  0.000000e-3,     0.540,     0.007,     0.000,     0.000,     0.000
    20.064e-9,  0.107374e-3,  0.000000e-3,     0.532,     0.007,     0.000,     0.000,     0.000
    20.065e-9,  0.101930e-3,  0.000000e-3,     0.524,     0.007,     0.000,     0.000,     0.000
    20.066e-9,  0.096665e-3,  0.000000e-3,     0.516,     0.006,     0.000,     0.000,     0.000
    20.067e-9,  0.091584e-3,  0.000000e-3,     0.508,     0.006,     0.000,     0.000,     0.000
    20.068e-9,  0.086690e-3,  0.000000e-3,     0.499,     0.006,     0.000,     0.000,     0.000
    20.069e-9,  0.081987e-3,  0.000000e-3,     0.491,     0.006,     0.000,     0.000,     0.000
    20.070e-9,  0.077475e-3,  0.000000e-3,     0.482,     0.006,     0.000,     0.000,     0.000
    20.071e-9,  0.073151e-3,  0.000000e-3,     0.473,     0.006,     0.000,     0.000,     0.000
    20.072e-9,  0.069016e-3,  0.000000e-3,     0.464,     0.006,     0.000,     0.000,     0.000
    20.073e-9,  0.065068e-3,  0.000000e-3,     0.455,     0.006,     0.000,     0.000,     0.000
    20.074e-9,  0.061302e-3,  0.000000e-3,     0.445,     0.006,     0.000,     0.000,     0.000
    20.075e-9,  0.057717e-3,  0.000000e-3,     0.436,     0.006,     0.000,     0.000,     0.000
    20.076e-9,  0.054308e-3,  0.000000e-3,     0.426,     0.006,     0.000,     0.000,     0.000
    20.077e-9,  0.051070e-3,  0.000000e-3,     0.417,     0.006,     0.000,     0.000,     0.000
    20.078e-9,  0.047998e-3,  0.000000e-3,     0.407,     0.006,     0.000,     0.000,     0.000
    20.079e-9,  0.045088e-3,  0.000000e-3,     0.397,     0.006,     0.000,     0.000,     0.000
    20.080e-9,  0.042333e-3,  0.000000e-3,     0.388,     0.006,     0.000,     0.000,     0.000
    20.081e-9,  0.039728e-3,  0.000000e-3,     0.378,     0.006,     0.000,     0.000,     0.000
    20.082e-9,  0.037266e-3,  0.000000e-3,     0.368,     0.006,     0.000,     0.000,     0.000
    20.083e-9,  0.034943e-3,  0.000000e-3,     0.358,     0.006,     0.000,     0.000,     0.000
    20.084e-9,  0.032751e-3,  0.000000e-3,     0.348,     0.006,     0.000,     0.000,     0.000
    20.085e-9,  0.030686e-3,  0.000000e-3,     0.338,     0.006,     0.000,     0.000,     0.000
    20.086e-9,  0.028741e-3,  0.000000e-3,     0.328,     0.005,     0.000,     0.000,     0.000
    20.087e-9,  0.026910e-3,  0.000000e-3,     0.318,     0.005,     0.000,     0.000,     0.000
    20.088e-9,  0.025189e-3,  0.000000e-3,     0.308,     0.005,     0.000,     0.000,     0.000
    20.089e-9,  0.023570e-3,  0.000000e-3,     0.298,     0.005,     0.000,     0.000,     0.000
    20.090e-9,  0.022050e-3,  0.000000e-3,     0.288,     0.005,     0.000,     0.000,     0.000
    20.091e-9,  0.020623e-3,  0.000000e-3,     0.278,     0.005,     0.000,     0.000,     0.000
    20.092e-9,  0.019283e-3,  0.000000e-3,     0.268,     0.005,     0.000,     0.000,     0.000
    20.093e-9,  0.018026e-3,  0.000000e-3,     0.258,     0.005,     0.000,     0.000,     0.000
    20.094e-9,  0.016848e-3,  0.000000e-3,     0.249,     0.005,     0.000,     0.000,     0.000
    20.095e-9,  0.015743e-3,  0.000000e-3,     0.239,     0.005,     0.000,     0.000,     0.000
    20.096e-9,  0.014709e-3,  0.000000e-3,     0.230,     0.005,     0.000,     0.000,     0.000
    20.097e-9,  0.013739e-3,  0.000000e-3,     0.220,     0.005,     0.000,     0.000,     0.000
    20.098e-9,  0.012832e-3,  0.000000e-3,     0.211,     0.005,     0.000,     0.000,     0.000
    20.099e-9,  0.011983e-3,  0.000000e-3,     0.202,     0.005,     0.000,     0.000,     0.000
    20.100e-9,  0.011188e-3,  0.000000e-3,     0.194,     0.005,     0.000,     0.000,     0.000
    20.101e-9,  0.010445e-3,  0.000000e-3,     0.185,     0.005,     0.000,     0.000,     0.000
    20.102e-9,  0.009750e-3,  0.000000e-3,     0.177,     0.005,     0.000,     0.000,     0.000
    20.103e-9,  0.009100e-3,  0.000000e-3,     0.169,     0.005,     0.000,     0.000,     0.000
    20.104e-9,  0.008493e-3,  0.000000e-3,     0.161,     0.005,     0.000,     0.000,     0.000
    20.105e-9,  0.007925e-3,  0.000000e-3,     0.153,     0.005,     0.000,     0.000,     0.000
    20.106e-9,  0.007394e-3,  0.000000e-3,     0.146,     0.005,     0.000,     0.000,     0.000
    20.107e-9,  0.006899e-3,  0.000000e-3,     0.139,     0.005,     0.000,     0.000,     0.000
    20.108e-9,  0.006436e-3,  0.000000e-3,     0.132,     0.005,     0.000,     0.000,     0.000
    20.109e-9,  0.006004e-3,  0.000000e-3,     0.125,     0.005,     0.000,     0.000,     0.000
    20.110e-9,  0.005600e-3,  0.000000e-3,     0.118,     0.005,     0.000,     0.000,     0.000
    20.111e-9,  0.005223e-3,  0.000000e-3,     0.112,     0.004,     0.000,     0.000,     0.000
    20.112e-9,  0.004871e-3,  0.000000e-3,     0.106,     0.004,     0.000,     0.000,     0.000
    20.113e-9,  0.004543e-3,  0.000000e-3,     0.101,     0.004,     0.000,     0.000,     0.000
    20.114e-9,  0.004237e-3,  0.000000e-3,     0.095,     0.004,     0.000,     0.000,     0.000
    20.115e-9,  0.003951e-3,  0.000000e-3,     0.090,     0.004,     0.000,     0.000,     0.000
    20.116e-9,  0.003684e-3,  0.000000e-3,     0.085,     0.004,     0.000,     0.000,     0.000
    20.117e-9,  0.003435e-3,  0.000000e-3,     0.080,     0.004,     0.000,     0.000,     0.000
    20.118e-9,  0.003203e-3,  0.000000e-3,     0.076,     0.004,     0.000,     0.000,     0.000
    20.119e-9,  0.002986e-3,  0.000000e-3,     0.071,     0.004,     0.000,     0.000,     0.000
    20.120e-9,  0.002784e-3,  0.000000e-3,     0.067,     0.004,     0.000,     0.000,     0.000
    20.121e-9,  0.002595e-3,  0.000000e-3,     0.063,     0.004,     0.000,     0.000,     0.000
    20.122e-9,  0.002420e-3,  0.000000e-3,     0.059,     0.004,     0.000,     0.000,     0.000
    20.123e-9,  0.002256e-3,  0.000000e-3,     0.056,     0.004,     0.000,     0.000,     0.000
    20.124e-9,  0.002103e-3,  0.000000e-3,     0.053,     0.004,     0.000,     0.000,     0.000
    20.125e-9,  0.001960e-3,  0.000000e-3,     0.049,     0.004,     0.000,     0.000,     0.000
    20.126e-9,  0.001827e-3,  0.000000e-3,     0.046,     0.004,     0.000,     0.000,     0.000
    20.127e-9,  0.001703e-3,  0.000000e-3,     0.044,     0.004,     0.000,     0.000,     0.000
    20.128e-9,  0.001588e-3,  0.000000e-3,     0.041,     0.004,     0.000,     0.000,     0.000
    20.129e-9,  0.001480e-3,  0.000000e-3,     0.038,     0.004,     0.000,     0.000,     0.000
    20.130e-9,  0.001380e-3,  0.000000e-3,     0.036,     0.004,     0.000,     0.000,     0.000
    20.131e-9,  0.001286e-3,  0.000000e-3,     0.034,     0.004,     0.000,     0.000,     0.000
    20.132e-9,  0.001199e-3,  0.000000e-3,     0.032,     0.004,     0.000,     0.000,     0.000
    20.133e-9,  0.001117e-3,  0.000000e-3,     0.030,     0.004,     0.000,     0.000,     0.000
    20.134e-9,  0.001041e-3,  0.000000e-3,     0.028,     0.004,     0.000,     0.000,     0.000
    20.135e-9,  0.000971e-3,  0.000000e-3,     0.026,     0.004,     0.000,     0.000,     0.000
    20.136e-9,  0.000905e-3,  0.000000e-3,     0.024,     0.004,     0.000,     0.000,     0.000
    20.137e-9,  0.000843e-3,  0.000000e-3,     0.023,     0.004,     0.000,     0.000,     0.000
    20.138e-9,  0.000786e-3,  0.000000e-3,     0.021,     0.004,     0.000,     0.000,     0.000
    20.139e-9,  0.000733e-3,  0.000000e-3,     0.020,     0.004,     0.000,     0.000,     0.000
    20.140e-9,  0.000683e-3,  0.000000e-3,     0.019,     0.004,     0.000,     0.000,     0.000
    20.141e-9,  0.000637e-3,  0.000000e-3,     0.017,     0.004,     0.000,     0.000,     0.000
    20.142e-9,  0.000594e-3,  0.000000e-3,     0.016,     0.003,     0.000,     0.000,     0.000
    20.143e-9,  0.000553e-3,  0.000000e-3,     0.015,     0.003,     0.000,     0.000,     0.000
    20.144e-9,  0.000516e-3,  0.000000e-3,     0.014,     0.003,     0.000,     0.000,     0.000
    20.145e-9,  0.000481e-3,  0.000000e-3,     0.013,     0.003,     0.000,     0.000,     0.000
    20.146e-9,  0.000448e-3,  0.000000e-3,     0.012,     0.003,     0.000,     0.000,     0.000
    20.147e-9,  0.000418e-3,  0.000000e-3,     0.012,     0.003,     0.000,     0.000,     0.000
    20.148e-9,  0.000390e-3,  0.000000e-3,     0.011,     0.003,     0.000,     0.000,     0.000
    20.149e-9,  0.000363e-3,  0.000000e-3,     0.010,     0.003,     0.000,     0.000,     0.000
    20.150e-9,  0.000339e-3,  0.000000e-3,     0.009,     0.003,     0.000,     0.000,     0.000
    20.151e-9,  0.000316e-3,  0.000000e-3,     0.009,     0.003,     0.000,     0.000,     0.000
    20.152e-9,  0.000294e-3,  0.000000e-3,     0.008,     0.003,     0.000,     0.000,     0.000
    20.153e-9,  0.000275e-3,  0.000000e-3,     0.008,     0.003,     0.000,     0.000,     0.000
    20.154e-9,  0.000256e-3,  0.000000e-3,     0.007,     0.003,     0.000,     0.000,     0.000
    20.155e-9,  0.000239e-3,  0.000000e-3,     0.007,     0.003,     0.000,     0.000,     0.000
    20.156e-9,  0.000223e-3,  0.000000e-3,     0.006,     0.003,     0.000,     0.000,     0.000
    20.157e-9,  0.000208e-3,  0.000000e-3,     0.006,     0.003,     0.000,     0.000,     0.000
    20.158e-9,  0.000194e-3,  0.000000e-3,     0.005,     0.003,     0.000,     0.000,     0.000
    20.159e-9,  0.000181e-3,  0.000000e-3,     0.005,     0.003,     0.000,     0.000,     0.000
    20.160e-9,  0.000169e-3,  0.000000e-3,     0.005,     0.003,     0.000,     0.000,     0.000
    20.161e-9,  0.000157e-3,  0.000000e-3,     0.004,     0.003,     0.000,     0.000,     0.000
    20.162e-9,  0.000147e-3,  0.000000e-3,     0.004,     0.003,     0.000,     0.000,     0.000
    20.163e-9,  0.000137e-3,  0.000000e-3,     0.004,     0.003,     0.000,     0.000,     0.000
    20.164e-9,  0.000128e-3,  0.000000e-3,     0.004,     0.003,     0.000,     0.000,     0.000
    20.165e-9,  0.000119e-3,  0.000000e-3,     0.003,     0.003,     0.000,     0.000,     0.000
    20.166e-9,  0.000111e-3,  0.000000e-3,     0.003,     0.003,     0.000,     0.000,     0.000
    20.167e-9,  0.000104e-3,  0.000000e-3,     0.003,     0.003,     0.000,     0.000,     0.000
    20.168e-9,  0.000097e-3,  0.000000e-3,     0.003,     0.003,     0.000,     0.000,     0.000
    20.169e-9,  0.000091e-3,  0.000000e-3,     0.003,     0.003,     0.000,     0.000,     0.000
    20.170e-9,  0.000085e-3,  0.000000e-3,     0.002,     0.003,     0.000,     0.000,     0.000
    20.171e-9,  0.000079e-3,  0.000000e-3,     0.002,     0.003,     0.000,     0.000,     0.000
    20.172e-9,  0.000074e-3,  0.000000e-3,     0.002,     0.003,     0.000,     0.000,     0.000
    20.173e-9,  0.000069e-3,  0.000000e-3,     0.002,     0.003,     0.000,     0.000,     0.000
    20.174e-9,  0.000064e-3,  0.000000e-3,     0.002,     0.003,     0.000,     0.000,     0.000
    20.175e-9,  0.000060e-3,  0.000000e-3,     0.002,     0.003,     0.000,     0.000,     0.000
    20.176e-9,  0.000056e-3,  0.000000e-3,     0.002,     0.003,     0.000,     0.000,     0.000
    20.177e-9,  0.000053e-3,  0.000000e-3,     0.001,     0.003,     0.000,     0.000,     0.000
    20.178e-9,  0.000049e-3,  0.000000e-3,     0.001,     0.003,     0.000,     0.000,     0.000
    20.179e-9,  0.000046e-3,  0.000000e-3,     0.001,     0.003,     0.000,     0.000,     0.000
    20.180e-9,  0.000043e-3,  0.000000e-3,     0.001,     0.003,     0.000,     0.000,     0.000
    20.181e-9,  0.000040e-3,  0.000000e-3,     0.001,     0.003,     0.000,     0.000,     0.000
    20.182e-9,  0.000038e-3,  0.000000e-3,     0.001,     0.003,     0.000,     0.000,     0.000
    20.183e-9,  0.000035e-3,  0.000000e-3,     0.001,     0.003,     0.000,     0.000,     0.000
    20.184e-9,  0.000033e-3,  0.000000e-3,     0.001,     0.002,     0.000,     0.000,     0.000
    20.185e-9,  0.000031e-3,  0.000000e-3,     0.001,     0.002,     0.000,     0.000,     0.000
    20.186e-9,  0.000029e-3,  0.000000e-3,     0.001,     0.002,     0.000,     0.000,     0.000
    20.187e-9,  0.000027e-3,  0.000000e-3,     0.001,     0.002,     0.000,     0.000,     0.000
    20.188e-9,  0.000026e-3,  0.000000e-3,     0.001,     0.002,     0.000,     0.000,     0.000
    20.189e-9,  0.000024e-3,  0.000000e-3,     0.001,     0.002,     0.000,     0.000,     0.000
    20.190e-9,  0.000023e-3,  0.000000e-3,     0.001,     0.002,     0.000,     0.000,     0.000
    20.191e-9,  0.000021e-3,  0.000000e-3,     0.001,     0.002,     0.000,     0.000,     0.000
    20.192e-9,  0.000020e-3,  0.000000e-3,     0.001,     0.002,     0.000,     0.000,     0.000
    20.193e-9,  0.000019e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.194e-9,  0.000018e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.195e-9,  0.000017e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.196e-9,  0.000016e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.197e-9,  0.000015e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.198e-9,  0.000014e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.199e-9,  0.000013e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.200e-9,  0.000013e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.201e-9,  0.000012e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.202e-9,  0.000011e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.203e-9,  0.000011e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.204e-9,  0.000010e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.205e-9,  0.000010e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.206e-9,  0.000009e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.207e-9,  0.000009e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.208e-9,  0.000008e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.209e-9,  0.000008e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.210e-9,  0.000008e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.211e-9,  0.000007e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.212e-9,  0.000007e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.213e-9,  0.000007e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.214e-9,  0.000006e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.215e-9,  0.000006e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.216e-9,  0.000006e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.217e-9,  0.000006e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.218e-9,  0.000006e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.219e-9,  0.000005e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.220e-9,  0.000005e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.221e-9,  0.000005e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.222e-9,  0.000005e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.223e-9,  0.000005e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.224e-9,  0.000005e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.225e-9,  0.000004e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.226e-9,  0.000004e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.227e-9,  0.000004e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.228e-9,  0.000004e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.229e-9,  0.000004e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.230e-9,  0.000004e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.231e-9,  0.000004e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.232e-9,  0.000004e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.233e-9,  0.000004e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.234e-9,  0.000004e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.235e-9,  0.000004e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.236e-9,  0.000004e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.237e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.238e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.239e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.240e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.241e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.242e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.243e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.244e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.245e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.246e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.002,     0.000,     0.000,     0.000
    20.247e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.248e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.249e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.250e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.251e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.252e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.253e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.254e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.255e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.256e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.257e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.258e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.259e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.260e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.261e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.262e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.263e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.264e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.265e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.266e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.267e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.268e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.269e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.270e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.271e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
    20.272e-9,  0.000003e-3,  0.000000e-3,     0.000,     0.001,     0.000,     0.000,     0.000
