Time(s),IDD(A),ISS(A),Product_OUT(V),Carry_OUT(V),AixBi(V),Product_IN(V),Carry_IN(V)
    21.458e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.459e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.460e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.461e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.462e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.463e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.464e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.465e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.466e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.467e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.468e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.469e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.470e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.471e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.472e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.473e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.474e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.475e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.476e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.477e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.478e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.479e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.480e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.481e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.482e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.483e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.484e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.485e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.486e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.487e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.488e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.489e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.490e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.491e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.492e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.493e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.494e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.495e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.496e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.497e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.498e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.499e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.500e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.501e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.502e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.503e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.504e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.505e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.506e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.507e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.508e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.509e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.510e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.511e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.512e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.513e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.514e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.515e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.516e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.517e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.518e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.519e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.520e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.521e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.522e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.523e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.524e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.525e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.526e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.527e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.528e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.529e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.530e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.531e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.532e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.533e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.534e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.535e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.536e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.537e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.538e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.539e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.540e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.541e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.542e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.543e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.544e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.545e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.546e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.547e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.548e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.549e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.550e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.551e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.552e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.553e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.554e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.555e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.556e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.557e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.558e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.559e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.560e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.561e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.562e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.563e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.564e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.565e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.566e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.567e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.568e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.569e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.570e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.571e-9,  0.000012e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.572e-9,  0.000011e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.573e-9,  0.000011e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.574e-9,  0.000011e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.575e-9,  0.000011e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.576e-9,  0.000011e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.577e-9,  0.000011e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.578e-9,  0.000011e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.579e-9,  0.000011e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.580e-9,  0.000011e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.581e-9,  0.000011e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.582e-9,  0.000011e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.583e-9,  0.000011e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.584e-9,  0.000011e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.585e-9,  0.000011e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.586e-9,  0.000011e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.587e-9,  0.000011e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.588e-9,  0.000011e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.589e-9,  0.000011e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.590e-9,  0.000011e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.591e-9,  0.000011e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.592e-9,  0.000011e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.593e-9,  0.000011e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.594e-9,  0.000011e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.595e-9,  0.000011e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.650
    21.596e-9,  0.000011e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.585
    21.597e-9,  0.000016e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.455
    21.598e-9,  0.000970e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.325
    21.599e-9,  0.055708e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.195
    21.600e-9,  0.318156e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.065
    21.601e-9,  0.771540e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.000
    21.602e-9,  0.868248e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.000
    21.603e-9,  0.953406e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.000
    21.604e-9,  1.006311e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.000
    21.605e-9,  1.027955e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.000
    21.606e-9,  1.025811e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.000
    21.607e-9,  1.007773e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.000
    21.608e-9,  0.981112e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.000
    21.609e-9,  0.952120e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.000
    21.610e-9,  0.925110e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.000
    21.611e-9,  0.901413e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.000
    21.612e-9,  0.879453e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.000
    21.613e-9,  0.856102e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.000
    21.614e-9,  0.828357e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.000
    21.615e-9,  0.794371e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.000
    21.616e-9,  0.753742e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.000
    21.617e-9,  0.707349e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.000
    21.618e-9,  0.656966e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.000
    21.619e-9,  0.604820e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.000
    21.620e-9,  0.553186e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.000
    21.621e-9,  0.504071e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.000
    21.622e-9,  0.459011e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.000
    21.623e-9,  0.418994e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.000
    21.624e-9,  0.384478e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.000
    21.625e-9,  0.355484e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.000
    21.626e-9,  0.331705e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.000
    21.627e-9,  0.312636e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.000
    21.628e-9,  0.297661e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.000
    21.629e-9,  0.286133e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.000
    21.630e-9,  0.277421e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.000
    21.631e-9,  0.275571e-3,  0.000000e-3,     0.650,     0.000,     0.000,     0.000,     0.000
    21.632e-9,  0.277114e-3,  0.000000e-3,     0.649,     0.000,     0.000,     0.000,     0.000
    21.633e-9,  0.276990e-3,  0.000000e-3,     0.649,     0.000,     0.000,     0.000,     0.000
    21.634e-9,  0.275587e-3,  0.000000e-3,     0.649,     0.000,     0.000,     0.000,     0.000
    21.635e-9,  0.273211e-3,  0.000000e-3,     0.649,     0.000,     0.000,     0.000,     0.000
    21.636e-9,  0.270096e-3,  0.000000e-3,     0.648,     0.000,     0.000,     0.000,     0.000
    21.637e-9,  0.266413e-3,  0.000000e-3,     0.647,     0.000,     0.000,     0.000,     0.000
    21.638e-9,  0.262285e-3,  0.000000e-3,     0.647,     0.000,     0.000,     0.000,     0.000
    21.639e-9,  0.257800e-3,  0.000000e-3,     0.646,     0.000,     0.000,     0.000,     0.000
    21.640e-9,  0.253022e-3,  0.000000e-3,     0.644,     0.000,     0.000,     0.000,     0.000
    21.641e-9,  0.247996e-3,  0.000000e-3,     0.643,     0.000,     0.000,     0.000,     0.000
    21.642e-9,  0.242753e-3,  0.000000e-3,     0.641,     0.000,     0.000,     0.000,     0.000
    21.643e-9,  0.237318e-3,  0.000000e-3,     0.639,     0.000,     0.000,     0.000,     0.000
    21.644e-9,  0.231710e-3,  0.000000e-3,     0.637,     0.000,     0.000,     0.000,     0.000
    21.645e-9,  0.225942e-3,  0.000000e-3,     0.634,     0.000,     0.000,     0.000,     0.000
    21.646e-9,  0.220029e-3,  0.000000e-3,     0.632,     0.000,     0.000,     0.000,     0.000
    21.647e-9,  0.213981e-3,  0.000000e-3,     0.629,     0.000,     0.000,     0.000,     0.000
    21.648e-9,  0.207813e-3,  0.000000e-3,     0.625,     0.000,     0.000,     0.000,     0.000
    21.649e-9,  0.201536e-3,  0.000000e-3,     0.621,     0.000,     0.000,     0.000,     0.000
    21.650e-9,  0.195276e-3,  0.000000e-3,     0.617,     0.000,     0.000,     0.000,     0.000
    21.651e-9,  0.188930e-3,  0.000000e-3,     0.613,     0.000,     0.000,     0.000,     0.000
    21.652e-9,  0.182483e-3,  0.000000e-3,     0.609,     0.000,     0.000,     0.000,     0.000
    21.653e-9,  0.175969e-3,  0.000000e-3,     0.604,     0.000,     0.000,     0.000,     0.000
    21.654e-9,  0.169422e-3,  0.000000e-3,     0.598,     0.000,     0.000,     0.000,     0.000
    21.655e-9,  0.162870e-3,  0.000000e-3,     0.593,     0.000,     0.000,     0.000,     0.000
    21.656e-9,  0.156342e-3,  0.000000e-3,     0.587,     0.000,     0.000,     0.000,     0.000
    21.657e-9,  0.149863e-3,  0.000000e-3,     0.581,     0.000,     0.000,     0.000,     0.000
    21.658e-9,  0.143457e-3,  0.000000e-3,     0.575,     0.000,     0.000,     0.000,     0.000
    21.659e-9,  0.137144e-3,  0.000000e-3,     0.568,     0.000,     0.000,     0.000,     0.000
    21.660e-9,  0.130943e-3,  0.000000e-3,     0.562,     0.000,     0.000,     0.000,     0.000
    21.661e-9,  0.124871e-3,  0.000000e-3,     0.554,     0.000,     0.000,     0.000,     0.000
    21.662e-9,  0.118940e-3,  0.000000e-3,     0.547,     0.000,     0.000,     0.000,     0.000
    21.663e-9,  0.113164e-3,  0.000000e-3,     0.540,     0.000,     0.000,     0.000,     0.000
    21.664e-9,  0.107552e-3,  0.000000e-3,     0.532,     0.000,     0.000,     0.000,     0.000
    21.665e-9,  0.102114e-3,  0.000000e-3,     0.524,     0.000,     0.000,     0.000,     0.000
    21.666e-9,  0.096855e-3,  0.000000e-3,     0.516,     0.000,     0.000,     0.000,     0.000
    21.667e-9,  0.091782e-3,  0.000000e-3,     0.508,     0.000,     0.000,     0.000,     0.000
    21.668e-9,  0.086897e-3,  0.000000e-3,     0.499,     0.000,     0.000,     0.000,     0.000
    21.669e-9,  0.082206e-3,  0.000000e-3,     0.491,     0.000,     0.000,     0.000,     0.000
    21.670e-9,  0.077706e-3,  0.000000e-3,     0.482,     0.000,     0.000,     0.000,     0.000
    21.671e-9,  0.073397e-3,  0.000000e-3,     0.473,     0.000,     0.000,     0.000,     0.000
    21.672e-9,  0.069279e-3,  0.000000e-3,     0.464,     0.000,     0.000,     0.000,     0.000
    21.673e-9,  0.065350e-3,  0.000000e-3,     0.455,     0.000,     0.000,     0.000,     0.000
    21.674e-9,  0.061607e-3,  0.000000e-3,     0.446,     0.000,     0.000,     0.000,     0.000
    21.675e-9,  0.058047e-3,  0.000000e-3,     0.436,     0.000,     0.000,     0.000,     0.000
    21.676e-9,  0.054667e-3,  0.000000e-3,     0.427,     0.000,     0.000,     0.000,     0.000
    21.677e-9,  0.051462e-3,  0.000000e-3,     0.417,     0.000,     0.000,     0.000,     0.000
    21.678e-9,  0.048428e-3,  0.000000e-3,     0.407,     0.000,     0.000,     0.000,     0.000
    21.679e-9,  0.045560e-3,  0.000000e-3,     0.398,     0.000,     0.000,     0.000,     0.000
    21.680e-9,  0.042853e-3,  0.000000e-3,     0.388,     0.000,     0.000,     0.000,     0.000
    21.681e-9,  0.040302e-3,  0.000000e-3,     0.378,     0.000,     0.000,     0.000,     0.000
    21.682e-9,  0.037902e-3,  0.000000e-3,     0.368,     0.000,     0.000,     0.000,     0.000
    21.683e-9,  0.035647e-3,  0.000000e-3,     0.358,     0.000,     0.000,     0.000,     0.000
    21.684e-9,  0.033532e-3,  0.000000e-3,     0.348,     0.000,     0.000,     0.000,     0.000
    21.685e-9,  0.031553e-3,  0.000000e-3,     0.338,     0.000,     0.000,     0.000,     0.000
    21.686e-9,  0.029705e-3,  0.000000e-3,     0.328,     0.000,     0.000,     0.000,     0.000
    21.687e-9,  0.027982e-3,  0.000000e-3,     0.318,     0.000,     0.000,     0.000,     0.000
    21.688e-9,  0.026381e-3,  0.000000e-3,     0.308,     0.000,     0.000,     0.000,     0.000
    21.689e-9,  0.024898e-3,  0.000000e-3,     0.298,     0.000,     0.000,     0.000,     0.000
    21.690e-9,  0.023528e-3,  0.000000e-3,     0.288,     0.000,     0.000,     0.000,     0.000
    21.691e-9,  0.022268e-3,  0.000000e-3,     0.278,     0.000,     0.000,     0.000,     0.000
    21.692e-9,  0.021115e-3,  0.000000e-3,     0.268,     0.000,     0.000,     0.000,     0.000
    21.693e-9,  0.020067e-3,  0.000000e-3,     0.258,     0.000,     0.000,     0.000,     0.000
    21.694e-9,  0.019120e-3,  0.000000e-3,     0.249,     0.000,     0.000,     0.000,     0.000
    21.695e-9,  0.018273e-3,  0.000000e-3,     0.239,     0.000,     0.000,     0.000,     0.000
    21.696e-9,  0.017524e-3,  0.000000e-3,     0.230,     0.000,     0.000,     0.000,     0.000
    21.697e-9,  0.016872e-3,  0.000000e-3,     0.221,     0.000,     0.000,     0.000,     0.000
    21.698e-9,  0.016316e-3,  0.000000e-3,     0.211,     0.000,     0.001,     0.000,     0.000
    21.699e-9,  0.015855e-3,  0.000000e-3,     0.203,     0.000,     0.001,     0.000,     0.000
    21.700e-9,  0.015491e-3,  0.000000e-3,     0.194,     0.000,     0.001,     0.000,     0.000
    21.701e-9,  0.015222e-3,  0.000000e-3,     0.185,     0.000,     0.001,     0.000,     0.000
    21.702e-9,  0.015051e-3,  0.000000e-3,     0.177,     0.000,     0.001,     0.000,     0.000
    21.703e-9,  0.014978e-3,  0.000000e-3,     0.169,     0.000,     0.001,     0.000,     0.000
    21.704e-9,  0.015004e-3,  0.000000e-3,     0.161,     0.000,     0.001,     0.000,     0.000
    21.705e-9,  0.015132e-3,  0.000000e-3,     0.153,     0.000,     0.001,     0.000,     0.000
    21.706e-9,  0.015364e-3,  0.000000e-3,     0.146,     0.000,     0.001,     0.000,     0.000
    21.707e-9,  0.015701e-3,  0.000000e-3,     0.139,     0.000,     0.001,     0.000,     0.000
    21.708e-9,  0.016147e-3,  0.000000e-3,     0.132,     0.000,     0.002,     0.000,     0.000
    21.709e-9,  0.016703e-3,  0.000000e-3,     0.125,     0.000,     0.002,     0.000,     0.000
    21.710e-9,  0.017374e-3,  0.000000e-3,     0.119,     0.000,     0.002,     0.000,     0.000
    21.711e-9,  0.018160e-3,  0.000000e-3,     0.112,     0.000,     0.002,     0.000,     0.000
    21.712e-9,  0.019065e-3,  0.000000e-3,     0.106,     0.000,     0.002,     0.000,     0.000
    21.713e-9,  0.020091e-3,  0.000000e-3,     0.101,     0.000,     0.003,     0.000,     0.000
    21.714e-9,  0.021240e-3,  0.000000e-3,     0.095,     0.000,     0.003,     0.000,     0.000
    21.715e-9,  0.022514e-3,  0.000000e-3,     0.090,     0.000,     0.003,     0.000,     0.000
    21.716e-9,  0.023914e-3,  0.000000e-3,     0.085,     0.000,     0.003,     0.000,     0.000
    21.717e-9,  0.025443e-3,  0.000000e-3,     0.080,     0.000,     0.004,     0.000,     0.000
    21.718e-9,  0.027101e-3,  0.000000e-3,     0.076,     0.000,     0.004,     0.000,     0.000
    21.719e-9,  0.028888e-3,  0.000000e-3,     0.071,     0.000,     0.005,     0.000,     0.000
    21.720e-9,  0.030805e-3,  0.000000e-3,     0.067,     0.000,     0.005,     0.000,     0.000
    21.721e-9,  0.032850e-3,  0.000000e-3,     0.063,     0.000,     0.006,     0.000,     0.000
    21.722e-9,  0.035024e-3,  0.000000e-3,     0.060,     0.000,     0.006,     0.000,     0.000
    21.723e-9,  0.037326e-3,  0.000000e-3,     0.056,     0.000,     0.007,     0.000,     0.000
    21.724e-9,  0.039753e-3,  0.000000e-3,     0.053,     0.000,     0.007,     0.000,     0.000
    21.725e-9,  0.042303e-3,  0.000000e-3,     0.049,     0.000,     0.008,     0.000,     0.000
    21.726e-9,  0.044975e-3,  0.000000e-3,     0.046,     0.000,     0.009,     0.000,     0.000
    21.727e-9,  0.047766e-3,  0.000000e-3,     0.044,     0.000,     0.010,     0.000,     0.000
    21.728e-9,  0.050673e-3,  0.000000e-3,     0.041,     0.000,     0.010,     0.000,     0.000
    21.729e-9,  0.053693e-3,  0.000000e-3,     0.038,     0.000,     0.011,     0.000,     0.000
    21.730e-9,  0.056822e-3,  0.000000e-3,     0.036,     0.000,     0.012,     0.000,     0.000
