Time(s),IDD(A),ISS(A),P1(V),P0(V),P3(V),P2(V),P4(V),P5(V),P6(V),P7(V),B2(V),B3(V),A1(V),A2(V),B0(V),B1(V),A0(V),A3(V)
    23.510e-9,  2.456910e-3,  0.000000e-3,     0.000,     0.000,    -0.002,     0.000,     0.650,     0.065,     0.023,     0.040,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000
    23.520e-9,  2.758632e-3,  0.000000e-3,     0.000,     0.000,    -0.002,     0.000,     0.650,     0.103,     0.040,     0.040,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000
    23.530e-9,  2.963095e-3,  0.000000e-3,     0.000,     0.000,    -0.002,     0.000,     0.650,     0.151,     0.066,     0.040,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000
    23.540e-9,  3.010614e-3,  0.000000e-3,     0.000,     0.000,    -0.002,     0.000,     0.650,     0.209,     0.102,     0.040,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000
    23.550e-9,  2.835003e-3,  0.000000e-3,     0.000,     0.000,    -0.001,     0.000,     0.650,     0.276,     0.149,     0.040,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000
    23.560e-9,  2.371003e-3,  0.000000e-3,     0.000,     0.000,    -0.001,     0.000,     0.650,     0.348,     0.206,     0.040,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000
    23.570e-9,  2.656957e-3,  0.000000e-3,     0.000,     0.000,    -0.001,     0.000,     0.650,     0.426,     0.271,     0.040,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000
    23.580e-9,  3.227111e-3,  0.000000e-3,     0.000,     0.000,    -0.001,     0.000,     0.650,     0.509,     0.343,     0.040,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000
    23.590e-9,  3.379055e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.650,     0.592,     0.420,     0.040,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000
    23.600e-9,  3.107318e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.650,     0.665,     0.502,     0.040,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650
    23.610e-9,  7.099287e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.650,     0.719,     0.585,     0.040,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650
    23.620e-9,  6.588971e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650,     0.747,     0.660,     0.040,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650
    23.630e-9,  6.026215e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650,     0.750,     0.716,     0.040,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650
    23.640e-9,  5.849892e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650,     0.733,     0.746,     0.040,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650
    23.650e-9,  5.115483e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650,     0.704,     0.750,     0.040,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650
    23.660e-9,  3.858930e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650,     0.672,     0.735,     0.040,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650
    23.670e-9,  3.316662e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650,     0.643,     0.705,     0.040,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650
    23.680e-9,  2.903377e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650,     0.622,     0.673,     0.040,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650
    23.690e-9,  2.550186e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650,     0.611,     0.644,     0.040,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650
    23.700e-9,  2.033183e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650,     0.608,     0.622,     0.040,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650
    23.710e-9,  1.927760e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650,     0.613,     0.611,     0.040,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650
    23.720e-9,  2.736717e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650,     0.622,     0.608,     0.040,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650
    23.730e-9,  3.279445e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650,     0.633,     0.612,     0.040,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650
    23.740e-9,  3.412267e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650,     0.644,     0.621,     0.040,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650
    23.750e-9,  3.123243e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650,     0.654,     0.632,     0.040,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650
    23.760e-9,  2.572850e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650,     0.661,     0.643,     0.040,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650
    23.770e-9,  2.037946e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650,     0.665,     0.652,     0.040,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650
    23.780e-9,  1.807735e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.650,     0.667,     0.659,     0.040,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650
    23.790e-9,  1.695481e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.650,     0.667,     0.664,     0.040,     0.650,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650
    23.800e-9,  1.666690e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.650,     0.667,     0.667,     0.040,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650
    23.810e-9,  4.632930e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.650,     0.667,     0.669,     0.040,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650
    23.820e-9,  4.950500e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.650,     0.666,     0.670,     0.040,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650
    23.830e-9,  5.247271e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.650,     0.662,     0.670,     0.040,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650
    23.840e-9,  5.339720e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.650,     0.655,     0.667,     0.040,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.000,     0.650
    23.850e-9,  5.151082e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.650,     0.642,     0.659,     0.040,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650
    23.860e-9,  4.391403e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.650,     0.623,     0.646,     0.040,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650
    23.870e-9,  3.916163e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.650,     0.599,     0.626,     0.040,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650
    23.880e-9,  3.438317e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.650,     0.571,     0.602,     0.040,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650
    23.890e-9,  2.817452e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.650,     0.537,     0.574,     0.040,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650
    23.900e-9,  2.875775e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.650,     0.500,     0.542,     0.040,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
    23.910e-9,  1.978575e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.650,     0.460,     0.509,     0.040,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
    23.920e-9,  2.234320e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.650,     0.419,     0.472,     0.040,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
    23.930e-9,  2.463740e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.650,     0.376,     0.434,     0.040,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
    23.940e-9,  2.453141e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.649,     0.335,     0.394,     0.040,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
    23.950e-9,  2.198023e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.647,     0.294,     0.354,     0.040,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650,     0.650
    23.960e-9,  1.736960e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.640,     0.254,     0.314,     0.040,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650,     0.650
    23.970e-9,  1.590448e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.629,     0.217,     0.275,     0.040,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650,     0.650
    23.980e-9,  1.603028e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.611,     0.181,     0.237,     0.040,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650,     0.650
    23.990e-9,  1.587721e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.589,     0.148,     0.200,     0.040,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.650,     0.650
    24.000e-9,  1.758067e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.562,     0.117,     0.165,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000
    24.010e-9, 10.902757e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.532,     0.089,     0.132,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000
    24.020e-9, 10.864180e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.499,     0.063,     0.102,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000
    24.030e-9, 10.404374e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.462,     0.041,     0.074,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000
    24.040e-9,  9.425696e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.423,     0.021,     0.049,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000
    24.050e-9,  8.301033e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.381,     0.005,     0.027,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000
    24.060e-9,  7.276805e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.339,    -0.009,     0.009,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000
    24.070e-9,  6.624643e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.296,    -0.019,    -0.006,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000
    24.080e-9,  6.238540e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.254,    -0.027,    -0.018,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000
    24.090e-9,  4.950683e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.214,    -0.032,    -0.026,     0.040,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000
    24.100e-9,  2.932272e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.175,    -0.034,    -0.032,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
    24.110e-9,  2.063492e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.139,    -0.035,    -0.036,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
    24.120e-9,  3.806051e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.106,    -0.034,    -0.037,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
    24.130e-9,  4.781705e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.076,    -0.032,    -0.036,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
    24.140e-9,  4.661712e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.049,    -0.029,    -0.034,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000
    24.150e-9,  3.745396e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.026,    -0.026,    -0.032,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000
    24.160e-9,  2.337465e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.007,    -0.022,    -0.028,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000
    24.170e-9,  1.409074e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,    -0.009,    -0.018,    -0.024,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000
    24.180e-9,  1.497502e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,    -0.021,    -0.014,    -0.020,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000
    24.190e-9,  1.677154e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,    -0.030,    -0.011,    -0.015,     0.040,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650,     0.000
    24.200e-9,  1.640875e-3,  0.000000e-3,     0.000,     0.000,     0.001,     0.000,    -0.036,    -0.007,    -0.012,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000
    24.210e-9,  4.332377e-3,  0.000000e-3,     0.000,     0.000,     0.004,     0.001,    -0.039,    -0.005,    -0.008,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000
    24.220e-9,  4.092247e-3,  0.000000e-3,     0.000,     0.000,     0.010,     0.001,    -0.040,    -0.002,    -0.005,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000
    24.230e-9,  4.000002e-3,  0.000000e-3,     0.000,     0.000,     0.022,     0.002,    -0.039,    -0.000,    -0.003,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000
    24.240e-9,  3.928430e-3,  0.000000e-3,     0.000,     0.000,     0.043,     0.004,    -0.037,     0.001,    -0.001,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000
    24.250e-9,  3.618920e-3,  0.000000e-3,     0.000,     0.000,     0.076,     0.009,    -0.033,     0.003,     0.001,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000
    24.260e-9,  3.068392e-3,  0.000000e-3,     0.000,     0.000,     0.121,     0.017,    -0.029,     0.004,     0.002,     0.040,     0.650,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000
