Time(s),IDD(A),ISS(A),P1(V),P0(V),P3(V),P2(V),P4(V),P5(V),P6(V),P7(V),A0(V),B3(V),B2(V),B0(V),A2(V),B1(V),A1(V),A3(V)
  2813.850e-9,  2.453474e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.092,     0.643,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2813.900e-9,  2.131333e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.061,     0.624,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2813.950e-9,  2.570571e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.024,     0.589,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2814.000e-9,  2.180247e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.009,     0.542,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2814.050e-9,  2.422163e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.032,     0.484,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2814.100e-9,  2.058297e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.044,     0.418,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2814.150e-9,  2.508336e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.044,     0.346,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2814.200e-9,  2.345526e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.036,     0.269,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2814.250e-9,  2.396385e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.023,     0.187,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2814.300e-9,  2.211720e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.008,     0.101,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2814.350e-9,  2.443454e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.005,     0.014,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2814.400e-9,  2.236306e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.014,    -0.055,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2814.450e-9,  2.370706e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.017,    -0.097,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2814.500e-9,  2.307928e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.017,    -0.110,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2814.550e-9,  2.299268e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.012,    -0.102,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2814.600e-9,  2.217004e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.007,    -0.077,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2814.650e-9,  2.312895e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.001,    -0.042,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2814.700e-9,  2.141425e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.004,    -0.008,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2814.750e-9,  2.360751e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.006,     0.020,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2814.800e-9,  2.169529e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.007,     0.038,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2814.850e-9,  2.460206e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.006,     0.044,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2814.900e-9,  2.229763e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.004,     0.040,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2814.950e-9,  2.318741e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.002,     0.030,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2815.000e-9,  2.090109e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.000,     0.017,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2815.050e-9,  2.352414e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.002,     0.004,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2815.100e-9,  2.166256e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.003,    -0.007,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2815.150e-9,  2.368611e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.003,    -0.014,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2815.200e-9,  2.219881e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.002,    -0.017,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2815.250e-9,  2.220426e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.001,    -0.016,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2815.300e-9,  2.175410e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.000,    -0.012,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2815.350e-9,  2.284244e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.000,    -0.007,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2815.400e-9,  2.165292e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.001,    -0.002,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2815.450e-9,  2.327790e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.001,     0.003,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2815.500e-9,  2.194583e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.001,     0.005,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2815.550e-9,  2.363759e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.001,     0.007,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2815.600e-9,  2.211679e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.000,     0.006,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2815.650e-9,  2.250748e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.000,     0.005,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2815.700e-9,  2.133591e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.000,     0.003,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2815.750e-9,  2.323948e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.000,     0.001,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2815.800e-9,  2.184316e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.000,    -0.001,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2815.850e-9,  2.367198e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.000,    -0.002,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2815.900e-9,  2.216526e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.000,    -0.003,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2815.950e-9,  2.237722e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.000,    -0.003,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650,     0.650
  2816.000e-9,  2.159400e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.000,    -0.002,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2816.050e-9,  6.482791e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.000,    -0.001,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2816.100e-9,  6.315051e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2816.150e-9,  6.424235e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2816.200e-9,  6.233503e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.000,     0.001,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2816.250e-9,  6.322135e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.000,     0.001,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2816.300e-9,  6.071339e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.000,     0.001,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2816.350e-9,  5.924439e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.000,     0.001,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2816.400e-9,  5.560412e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.000,     0.001,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2816.450e-9,  5.370103e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2816.500e-9,  4.688111e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.000,    -0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2816.550e-9,  4.294649e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.000,    -0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2816.600e-9,  5.746978e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.000,    -0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2816.650e-9,  6.656527e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2816.700e-9,  6.685840e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2816.750e-9,  6.238780e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2816.800e-9,  5.186577e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2816.850e-9,  5.412241e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2816.900e-9,  6.013917e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2816.950e-9,  8.453350e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2817.000e-9, 10.834677e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2817.050e-9, 12.715972e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2817.100e-9, 12.879455e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2817.150e-9, 11.451220e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2817.200e-9,  9.660618e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2817.250e-9,  7.413858e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.000,    -0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2817.300e-9,  5.435265e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2817.350e-9,  6.464863e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2817.400e-9,  8.284948e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2817.450e-9,  8.775132e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2817.500e-9,  8.419593e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2817.550e-9,  7.489437e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2817.600e-9,  6.431136e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2817.650e-9,  5.914374e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2817.700e-9,  6.374376e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2817.750e-9,  7.946198e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2817.800e-9,  8.622602e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2817.850e-9,  8.886535e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2817.900e-9,  7.662415e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,    -0.000,     0.000,     0.002,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2817.950e-9,  5.909471e-3,  0.000000e-3,     0.650,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.017,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2818.000e-9,  4.035144e-3,  0.000000e-3,     0.647,     0.649,     0.650,     0.650,     0.000,    -0.000,     0.050,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2818.050e-9,  3.566667e-3,  0.000000e-3,     0.636,     0.644,     0.650,     0.650,     0.000,    -0.000,     0.095,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2818.100e-9,  3.492402e-3,  0.000000e-3,     0.604,     0.623,     0.650,     0.648,     0.000,    -0.000,     0.151,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2818.150e-9,  3.658490e-3,  0.000000e-3,     0.561,     0.586,     0.650,     0.638,     0.000,    -0.000,     0.215,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2818.200e-9,  4.445857e-3,  0.000000e-3,     0.506,     0.538,     0.650,     0.608,     0.000,    -0.000,     0.286,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2818.250e-9,  5.007607e-3,  0.000000e-3,     0.443,     0.479,     0.650,     0.566,     0.000,    -0.000,     0.363,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2818.300e-9,  5.768981e-3,  0.000000e-3,     0.372,     0.413,     0.650,     0.513,     0.000,     0.000,     0.444,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2818.350e-9,  6.800929e-3,  0.000000e-3,     0.296,     0.340,     0.650,     0.450,     0.000,     0.000,     0.529,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2818.400e-9,  7.104580e-3,  0.000000e-3,     0.216,     0.262,     0.650,     0.381,     0.000,     0.000,     0.616,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2818.450e-9,  6.851444e-3,  0.000000e-3,     0.132,     0.180,     0.650,     0.305,     0.000,     0.000,     0.706,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2818.500e-9,  6.726793e-3,  0.000000e-3,     0.044,     0.094,     0.650,     0.225,     0.000,     0.000,     0.748,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2818.550e-9,  5.946382e-3,  0.000000e-3,    -0.037,     0.006,     0.650,     0.141,     0.000,     0.000,     0.767,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2818.600e-9,  5.624850e-3,  0.000000e-3,    -0.085,    -0.062,     0.650,     0.054,     0.000,     0.001,     0.761,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2818.650e-9,  4.774803e-3,  0.000000e-3,    -0.105,    -0.093,     0.650,    -0.029,     0.000,     0.005,     0.738,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2818.700e-9,  4.509646e-3,  0.000000e-3,    -0.102,    -0.100,     0.650,    -0.082,     0.000,     0.019,     0.701,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2818.750e-9,  3.847890e-3,  0.000000e-3,    -0.080,    -0.087,     0.650,    -0.104,     0.000,     0.052,     0.651,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2818.800e-9,  4.767999e-3,  0.000000e-3,    -0.044,    -0.057,     0.650,    -0.104,     0.000,     0.096,     0.616,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2818.850e-9,  4.991374e-3,  0.000000e-3,    -0.002,    -0.014,     0.647,    -0.084,     0.002,     0.152,     0.611,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2818.900e-9,  5.218284e-3,  0.000000e-3,     0.029,     0.021,     0.635,    -0.050,     0.015,     0.216,     0.624,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2818.950e-9,  4.698008e-3,  0.000000e-3,     0.043,     0.041,     0.603,    -0.006,     0.048,     0.287,     0.655,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2819.000e-9,  4.656686e-3,  0.000000e-3,     0.041,     0.043,     0.559,     0.027,     0.092,     0.363,     0.668,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2819.050e-9,  4.089128e-3,  0.000000e-3,     0.028,     0.031,     0.505,     0.044,     0.148,     0.444,     0.663,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2819.100e-9,  4.555625e-3,  0.000000e-3,     0.009,     0.014,     0.441,     0.045,     0.212,     0.529,     0.649,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2819.150e-9,  4.621940e-3,  0.000000e-3,    -0.007,    -0.003,     0.371,     0.035,     0.282,     0.616,     0.642,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2819.200e-9,  4.986945e-3,  0.000000e-3,    -0.017,    -0.015,     0.295,     0.018,     0.359,     0.706,     0.644,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2819.250e-9,  5.062812e-3,  0.000000e-3,    -0.019,    -0.018,     0.214,     0.001,     0.440,     0.748,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2819.300e-9,  5.820430e-3,  0.000000e-3,    -0.016,    -0.015,     0.130,    -0.012,     0.524,     0.766,     0.653,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2819.350e-9,  5.997331e-3,  0.000000e-3,    -0.009,    -0.008,     0.043,    -0.018,     0.611,     0.761,     0.653,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2819.400e-9,  6.432100e-3,  0.000000e-3,    -0.001,    -0.000,    -0.034,    -0.018,     0.701,     0.738,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2819.450e-9,  6.495709e-3,  0.000000e-3,     0.005,     0.006,    -0.084,    -0.012,     0.743,     0.700,     0.649,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2819.500e-9,  6.686564e-3,  0.000000e-3,     0.008,     0.008,    -0.102,    -0.005,     0.762,     0.650,     0.649,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2819.550e-9,  6.187204e-3,  0.000000e-3,     0.008,     0.007,    -0.099,     0.002,     0.756,     0.616,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2819.600e-9,  6.717091e-3,  0.000000e-3,     0.006,     0.005,    -0.077,     0.006,     0.733,     0.611,     0.651,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2819.650e-9,  6.909209e-3,  0.000000e-3,     0.002,     0.001,    -0.041,     0.008,     0.695,     0.625,     0.651,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2819.700e-9,  6.754955e-3,  0.000000e-3,    -0.001,    -0.002,    -0.003,     0.007,     0.645,     0.654,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2819.750e-9,  6.525792e-3,  0.000000e-3,    -0.003,    -0.003,     0.026,     0.005,     0.616,     0.668,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2819.800e-9,  6.107973e-3,  0.000000e-3,    -0.004,    -0.004,     0.042,     0.002,     0.613,     0.663,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2819.850e-9,  5.508738e-3,  0.000000e-3,    -0.003,    -0.002,     0.045,    -0.001,     0.630,     0.651,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2819.900e-9,  4.578065e-3,  0.000000e-3,    -0.002,    -0.001,     0.037,    -0.003,     0.657,     0.643,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2819.950e-9,  4.319032e-3,  0.000000e-3,    -0.000,     0.000,     0.022,    -0.003,     0.668,     0.641,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2820.000e-9,  4.419151e-3,  0.000000e-3,     0.001,     0.001,     0.006,    -0.003,     0.660,     0.644,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2820.050e-9,  4.257442e-3,  0.000000e-3,     0.002,     0.002,    -0.007,    -0.002,     0.648,     0.648,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2820.100e-9,  4.220047e-3,  0.000000e-3,     0.002,     0.001,    -0.016,    -0.000,     0.642,     0.651,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2820.150e-9,  3.850618e-3,  0.000000e-3,     0.001,     0.001,    -0.019,     0.001,     0.644,     0.653,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
  2820.200e-9,  4.164177e-3,  0.000000e-3,     0.001,    -0.000,    -0.018,     0.001,     0.650,     0.653,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.650
