Time(s),IDD(A),ISS(A),P1(V),P0(V),P3(V),P2(V),P4(V),P5(V),P6(V),P7(V),A0(V),B3(V),B2(V),B0(V),A2(V),B1(V),A1(V),A3(V)
  2499.750e-9,  3.801141e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.005,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2499.800e-9,  3.384463e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.007,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2499.850e-9,  3.304122e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.011,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2499.900e-9,  3.438599e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.012,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2499.950e-9,  3.377122e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.015,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2500.000e-9,  3.429103e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2500.050e-9,  3.633687e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2500.100e-9,  3.848180e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.008,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2500.150e-9,  4.295524e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.005,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2500.200e-9,  4.405446e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.007,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2500.250e-9,  4.683208e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.011,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2500.300e-9,  4.868273e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.012,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2500.350e-9,  5.065190e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.015,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2500.400e-9,  5.245309e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2500.450e-9,  5.340028e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2500.500e-9,  4.987613e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.008,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2500.550e-9,  5.173586e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.005,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2500.600e-9,  4.791233e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.007,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2500.650e-9,  4.681916e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.011,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2500.700e-9,  4.383363e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.012,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2500.750e-9,  4.137501e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.015,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2500.800e-9,  3.468491e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2500.850e-9,  3.549387e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2500.900e-9,  3.166512e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.008,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2500.950e-9,  3.507380e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.005,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2501.000e-9,  3.758409e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.007,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2501.050e-9,  4.232624e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.011,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2501.100e-9,  4.425278e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.012,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2501.150e-9,  5.006882e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.015,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2501.200e-9,  5.092015e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2501.250e-9,  5.535866e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2501.300e-9,  5.243062e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.008,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2501.350e-9,  4.962377e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.005,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2501.400e-9,  4.582972e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.007,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2501.450e-9,  4.835213e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.011,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2501.500e-9,  4.954645e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.012,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2501.550e-9,  4.979547e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.015,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2501.600e-9,  4.344595e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2501.650e-9,  3.986249e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.001,     0.650,     0.000,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2501.700e-9,  3.233770e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.004,     0.650,     0.000,     0.000,     0.008,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2501.750e-9,  3.383695e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.014,     0.650,     0.000,     0.000,     0.005,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2501.800e-9,  3.535222e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.044,     0.650,     0.000,     0.000,     0.007,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2501.850e-9,  3.622162e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.087,     0.650,     0.000,     0.000,     0.011,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2501.900e-9,  3.631766e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.141,     0.650,     0.006,     0.000,     0.012,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2501.950e-9,  3.701782e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.204,     0.650,     0.034,     0.000,     0.015,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2502.000e-9,  3.914780e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.274,     0.650,     0.074,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2502.050e-9,  4.576475e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.349,     0.650,     0.126,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2502.100e-9,  5.020383e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.429,     0.650,     0.187,     0.000,     0.008,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2502.150e-9,  5.379682e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.513,     0.650,     0.256,     0.000,     0.005,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2502.200e-9,  5.334257e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.601,     0.650,     0.330,     0.000,     0.007,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2502.250e-9,  5.686627e-3,  0.000000e-3,     0.000,     0.000,     0.650,     0.690,     0.650,     0.410,     0.000,     0.011,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2502.300e-9,  5.597925e-3,  0.000000e-3,     0.000,     0.000,     0.648,     0.732,     0.650,     0.493,     0.000,     0.012,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2502.350e-9,  5.718444e-3,  0.000000e-3,     0.000,     0.000,     0.635,     0.750,     0.650,     0.579,     0.000,     0.015,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2502.400e-9,  5.069932e-3,  0.000000e-3,     0.000,     0.000,     0.604,     0.744,     0.650,     0.669,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2502.450e-9,  4.425049e-3,  0.000000e-3,     0.000,     0.000,     0.560,     0.721,     0.650,     0.711,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2502.500e-9,  4.527657e-3,  0.000000e-3,     0.000,     0.000,     0.505,     0.683,     0.650,     0.730,     0.000,     0.008,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2502.550e-9,  4.336636e-3,  0.000000e-3,     0.000,     0.000,     0.441,     0.633,     0.650,     0.725,     0.000,     0.005,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2502.600e-9,  4.251368e-3,  0.000000e-3,     0.000,     0.000,     0.371,     0.623,     0.650,     0.702,     0.000,     0.007,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2502.650e-9,  4.247884e-3,  0.000000e-3,     0.000,     0.000,     0.295,     0.630,     0.650,     0.665,     0.000,     0.011,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2502.700e-9,  3.790711e-3,  0.000000e-3,     0.000,     0.000,     0.214,     0.656,     0.650,     0.625,     0.000,     0.012,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2502.750e-9,  3.614011e-3,  0.000000e-3,     0.000,     0.000,     0.130,     0.662,     0.650,     0.619,     0.000,     0.015,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2502.800e-9,  3.082827e-3,  0.000000e-3,     0.000,     0.000,     0.042,     0.653,     0.650,     0.631,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2502.850e-9,  3.281386e-3,  0.000000e-3,     0.000,     0.000,    -0.034,     0.645,     0.650,     0.653,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2502.900e-9,  3.269837e-3,  0.000000e-3,     0.000,     0.000,    -0.084,     0.647,     0.650,     0.664,     0.000,     0.008,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2502.950e-9,  3.512285e-3,  0.000000e-3,     0.000,     0.000,    -0.103,     0.651,     0.650,     0.661,     0.000,     0.005,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2503.000e-9,  2.846009e-3,  0.000000e-3,     0.000,     0.000,    -0.099,     0.652,     0.650,     0.651,     0.000,     0.007,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2503.050e-9,  3.371719e-3,  0.000000e-3,     0.000,     0.000,    -0.078,     0.651,     0.650,     0.644,     0.000,     0.011,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2503.100e-9,  2.974517e-3,  0.000000e-3,     0.000,     0.000,    -0.041,     0.649,     0.650,     0.644,     0.000,     0.012,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2503.150e-9,  3.361951e-3,  0.000000e-3,     0.000,     0.000,    -0.003,     0.649,     0.650,     0.649,     0.000,     0.015,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2503.200e-9,  3.022446e-3,  0.000000e-3,     0.000,     0.000,     0.026,     0.650,     0.650,     0.652,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2503.250e-9,  3.501206e-3,  0.000000e-3,     0.000,     0.000,     0.042,     0.650,     0.650,     0.653,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2503.300e-9,  3.349981e-3,  0.000000e-3,     0.000,     0.000,     0.046,     0.650,     0.650,     0.651,     0.000,     0.008,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2503.350e-9,  3.809399e-3,  0.000000e-3,     0.000,     0.000,     0.038,     0.650,     0.650,     0.649,     0.000,     0.005,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2503.400e-9,  3.432899e-3,  0.000000e-3,     0.000,     0.000,     0.025,     0.650,     0.650,     0.649,     0.000,     0.007,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2503.450e-9,  4.020554e-3,  0.000000e-3,     0.000,     0.000,     0.009,     0.650,     0.650,     0.649,     0.000,     0.011,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2503.500e-9,  3.876347e-3,  0.000000e-3,     0.000,     0.000,    -0.006,     0.650,     0.648,     0.650,     0.000,     0.012,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2503.550e-9,  4.168266e-3,  0.000000e-3,     0.000,     0.000,    -0.015,     0.650,     0.636,     0.651,     0.000,     0.015,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2503.600e-9,  3.618247e-3,  0.000000e-3,     0.000,     0.000,    -0.018,     0.650,     0.605,     0.650,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2503.650e-9,  3.682229e-3,  0.000000e-3,     0.000,     0.000,    -0.016,     0.650,     0.561,     0.650,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2503.700e-9,  3.164981e-3,  0.000000e-3,     0.000,     0.000,    -0.011,     0.650,     0.507,     0.650,     0.000,     0.008,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2503.750e-9,  3.954719e-3,  0.000000e-3,     0.000,     0.000,    -0.004,     0.650,     0.443,     0.650,     0.000,     0.005,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2503.800e-9,  3.667434e-3,  0.000000e-3,     0.000,     0.000,     0.002,     0.650,     0.373,     0.650,     0.000,     0.007,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2503.850e-9,  4.081814e-3,  0.000000e-3,     0.000,     0.000,     0.006,     0.650,     0.297,     0.650,     0.000,     0.011,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2503.900e-9,  3.544334e-3,  0.000000e-3,     0.000,     0.000,     0.008,     0.650,     0.217,     0.650,     0.000,     0.012,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2503.950e-9,  3.673390e-3,  0.000000e-3,     0.000,     0.000,     0.007,     0.650,     0.132,     0.650,     0.000,     0.015,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2504.000e-9,  3.044117e-3,  0.000000e-3,     0.000,     0.000,     0.005,     0.650,     0.045,     0.650,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2504.050e-9,  3.496088e-3,  0.000000e-3,     0.000,     0.000,     0.003,     0.650,    -0.030,     0.650,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2504.100e-9,  3.147412e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.650,    -0.082,     0.650,     0.000,     0.008,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2504.150e-9,  3.308481e-3,  0.000000e-3,     0.000,     0.000,    -0.002,     0.650,    -0.103,     0.650,     0.000,     0.005,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2504.200e-9,  3.112893e-3,  0.000000e-3,     0.000,     0.000,    -0.003,     0.650,    -0.102,     0.650,     0.000,     0.007,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2504.250e-9,  3.414945e-3,  0.000000e-3,     0.000,     0.000,    -0.003,     0.650,    -0.082,     0.650,     0.000,     0.011,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2504.300e-9,  3.185140e-3,  0.000000e-3,     0.000,     0.000,    -0.002,     0.650,    -0.048,     0.650,     0.000,     0.012,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2504.350e-9,  3.408740e-3,  0.000000e-3,     0.000,     0.000,    -0.001,     0.650,    -0.012,     0.650,     0.000,     0.015,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2504.400e-9,  3.012091e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.650,     0.018,     0.650,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2504.450e-9,  3.377358e-3,  0.000000e-3,     0.000,     0.000,     0.001,     0.650,     0.037,     0.650,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2504.500e-9,  3.137017e-3,  0.000000e-3,     0.000,     0.000,     0.001,     0.650,     0.045,     0.650,     0.000,     0.008,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2504.550e-9,  3.331515e-3,  0.000000e-3,     0.000,     0.000,     0.001,     0.650,     0.042,     0.650,     0.000,     0.005,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2504.600e-9,  3.113572e-3,  0.000000e-3,     0.000,     0.000,     0.001,     0.650,     0.033,     0.650,     0.000,     0.007,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2504.650e-9,  3.474011e-3,  0.000000e-3,     0.000,     0.000,     0.001,     0.650,     0.019,     0.650,     0.000,     0.011,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2504.700e-9,  3.202607e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.005,     0.650,     0.000,     0.012,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2504.750e-9,  3.458941e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.650,    -0.007,     0.650,     0.000,     0.015,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2504.800e-9,  3.080877e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.650,    -0.015,     0.650,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2504.850e-9,  3.381209e-3,  0.000000e-3,     0.000,     0.000,    -0.001,     0.650,    -0.017,     0.650,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2504.900e-9,  3.132211e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.650,    -0.016,     0.650,     0.000,     0.008,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2504.950e-9,  3.455069e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.650,    -0.011,     0.650,     0.000,     0.005,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2505.000e-9,  3.174567e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.650,    -0.006,     0.650,     0.000,     0.007,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2505.050e-9,  3.621205e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,    -0.000,     0.650,     0.000,     0.011,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2505.100e-9,  3.200877e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.004,     0.650,     0.000,     0.012,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2505.150e-9,  3.515122e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.006,     0.650,     0.000,     0.015,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2505.200e-9,  3.171228e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.007,     0.650,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2505.250e-9,  3.566414e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.006,     0.650,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2505.300e-9,  3.309631e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.004,     0.650,     0.000,     0.008,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2505.350e-9,  3.618235e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.650,     0.002,     0.650,     0.000,     0.005,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2505.400e-9,  3.251265e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.650,    -0.001,     0.650,     0.000,     0.007,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2505.450e-9,  3.682222e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.650,    -0.002,     0.650,     0.000,     0.011,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2505.500e-9,  3.205262e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.650,    -0.003,     0.650,     0.000,     0.012,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2505.550e-9,  3.583097e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.650,    -0.003,     0.650,     0.000,     0.015,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2505.600e-9,  3.220212e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.650,    -0.002,     0.650,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2505.650e-9,  3.645934e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,    -0.001,     0.650,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2505.700e-9,  3.351915e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,    -0.000,     0.650,     0.000,     0.008,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2505.750e-9,  3.652292e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.005,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2505.800e-9,  3.154309e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.001,     0.650,     0.000,     0.007,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2505.850e-9,  3.613187e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.001,     0.650,     0.000,     0.011,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2505.900e-9,  3.290720e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.001,     0.650,     0.000,     0.012,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2505.950e-9,  3.580907e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.001,     0.650,     0.000,     0.015,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2506.000e-9,  3.261011e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.650,     0.000,     0.650,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2506.050e-9,  3.642773e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.650,     0.000,     0.650,     0.000,     0.013,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2506.100e-9,  3.372720e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.650,    -0.000,     0.650,     0.000,     0.008,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
  2506.150e-9,  3.653923e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.650,    -0.000,     0.650,     0.000,     0.005,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.650,     0.000
