Time(s),IDD(A),ISS(A),P1(V),P0(V),P3(V),P2(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),P4(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),P5(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),P6(V),P7(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),B2(V),B3(V),A1(V),A2(V),B0(V),B1(V),A0(V),A3(V)
     3.854e-9,  0.108581e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.464,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.855e-9,  0.064717e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.567,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.856e-9,  0.042116e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.626,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.857e-9,  0.098421e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.648,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.858e-9,  0.088227e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.652,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.859e-9,  0.011405e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.651,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.860e-9,  0.088119e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.861e-9,  0.170729e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.862e-9,  0.168352e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.863e-9,  0.137432e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.864e-9,  0.104207e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.865e-9,  0.071181e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.866e-9,  0.127579e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.867e-9,  0.131014e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.868e-9,  0.033559e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.869e-9,  0.087831e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.870e-9,  0.176626e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.871e-9,  0.166433e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.872e-9,  0.132693e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.873e-9,  0.097956e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.874e-9,  0.070964e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.875e-9,  0.133818e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.876e-9,  0.115292e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.877e-9,  0.044590e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.878e-9,  0.098530e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.184,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.879e-9,  0.066097e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.736,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.880e-9,  0.029689e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.619,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.881e-9,  0.009228e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.658,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.882e-9,  0.002186e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.649,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.883e-9,  0.000402e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.884e-9,  0.000141e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.885e-9,  0.000127e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.886e-9,  0.000102e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.887e-9,  0.000091e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.888e-9,  0.000086e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.889e-9,  0.000085e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.890e-9,  0.000085e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.891e-9,  0.000085e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.892e-9,  0.000085e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.893e-9,  0.000085e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.894e-9,  0.000085e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
     3.895e-9,  0.000085e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650
